,CollectionTime,actualCapital,association,associationDetail,autoBid,bankCapital,bankFunds,bidSecurity,bindingFlag,businessType,companyName,credit,displayFlg,equityVoList,fundCapital,gjlhhFlag,gjlhhTime,gruarantee,inspection,juridicalPerson,locationArea,locationAreaName,locationCity,locationCityName,manageExpense,manageExpenseDetail,newTrustCreditor,officeAddress,oldPlatName,onlineDate,payment,paymode,platBackground,platBackgroundDetail,platBackgroundDetailExpand,platBackgroundExpand,platBackgroundExpandChild,platBackgroundMark,platCode,platEquity,platId,platIsStatic,platName,platNamePin,platStatus,problem,problemTime,rechargeExpense,rechargeExpenseDetail,recordId,recordLicId,registeredCapital,riskCapital,riskFunds,riskReserve,riskcontrol,riskcontrolDetail,riskcontrolDetailArray,securityModel,securityModelCode,securityModelOther,servicePhone,serviceTel,showShuju,transferExpense,transferExpenseDetail,trustCapital,trustCreditor,trustCreditorMonth,trustFunds,tzjPj,vipExpense,vipExpenseDetail,withTzj,withdrawExpense,withdrawExpenseDetail
1046,2018/12/21 4:46,0,0,,支持,,,-,1,个人信贷(85%)、消费金融(15%),善水融互联网金融服务(深圳)有限公司,0,1,,,0,,,0,徐崛原,44,广东,4403,深圳,利息收益的10％,,1个月,深圳市高新技术产业园清华信息港科研楼三楼304室,,2015/6/1,1,借记卡网付,2,民营系,民营系,2,,,5726,0,5726,1,南瓜马车,ngmc,1,0,,平台垫付,,粤ICP备15025963号-3,,3000,,,100,0,,,平台垫付,"4,02",,0755-22670402,400-618-0066,0,转让金额的0.5％,,,,0,,,无,,0,2元/笔,
1047,2018/12/21 4:46,2000,1,2016年03月15日加入上海市互联网金融行业协会任会员职务,,,0,风险保障金+融资方承诺回购或融资方委托第三方连带担保,1,消费金融(40%)、供应链金融(20%)、融资租赁(30%),上海南相资产管理有限公司,0,1,,银行存管存管机构为宁波银行,0,,,0,戴明,31,上海,3107,普陀,,,不可转让,上海市普陀区中江路388弄新城控股大厦B座1202室,,2016/1/8,,,0,,民营系,2,,,caifunc,0,4797,1,财富农场,cfnc,3,1,2017/9/29,,,沪ICP备15023735号,,2000,宁波银行,1,20,0,,,网贷信息中介,"01,02",网贷信息中介,021-61765551,400-920-1239,0,无,,,,0,,,,,0,,
1048,2018/12/21 4:46,0,0,,不支持,,0,保本,1,个人信贷(10%)、车贷(30%)、房贷(10%)、供应链金融(50%),浙江绍兴春秋网络科技股份有限公司,0,1,,,0,,,0,陈文彬,11,北京,1105,朝阳,0(无),,不可转让,北京市朝阳区光华路数码01大厦1501室,,2014/8/18,1,借记卡网付,0,,民营系,2,,,3566,0,3566,1,多利宝,dlb1,2,1,2017/1/19,0(无),,浙ICP备14027066号,,500,,0,500,0,,,平台垫付,"4,02",,0000-00000000,4000059798,0,0(无转让功能),,,,0,,,0(无),,0,不定(0-4万元（含）：5元/笔；4-8万元（含）：10元/笔；8-12万元（含）：15元/笔，以此类推。),
1049,2018/12/21 4:46,0,0,,不支持,贵州银行,1,四平中小企业投资担保有限公司进行担保,1,个人信贷(17%)、车贷(33%)、房贷(25%)、供应链金融(25%),四平民间借贷服务有限公司,0,1,,,0,,四平中小企业投资担保有限公司(承保20000万元),0,闫兴军,22,吉林,2203,四平,暂不收取平台管理费，只收取借款人的平台服务费(暂不收取平台管理费，只收取借款人的平台服务费),,不可转让,吉林省四平市铁西区中央西路662号,四平民间借贷服务有限公司,2014/12/10,1,借记卡网付,0,,民营系,2,,,mindaiw,0,1518,1,民贷网,mdw2,1,0,,免费,,吉ICP备14003418号,,10500,,0,0,0,,,融资性担保公司,2,,0434-5023715,4006425588,0,,,,,0,,,,,0,免费(免费),
1050,2018/12/21 4:46,1100,0,,,,0,由A股上市公司大股东提供担保、流通股票质押等作为本息兑付增信措施,1,消费金融(21%)、供应链金融(79%),北京善财信息技术有限公司,0,1,,,0,,夸客投资管理（上海）有限公司(承保325万元),0,惠轶,11,北京,1105,朝阳,无费用,,不可转让,北京市朝阳区望京东园523号（望京融科中心）B座503室,,2016/1/13,,,0,,民营系,2,,,4618,0,4618,1,神仙有财,sxyc,1,0,,无费用,,京ICP备16008944号,,3000,,0,0,0,,,国有金融交易所挂牌的A股上市公司产业链融资项目,1,国有金融交易所挂牌的A股上市公司产业链融资项目,,400-967-5188,0,无费用,,,,0,,,无费用,,0,无费用,
1051,2018/12/21 4:46,1250,0,,不支持,海口联合农商银行,1,因国家要求不得保本保息,1,车贷(100%),沈阳尚合电子商务有限公司,0,1,,,0,,,0,林鹰,21,辽宁,2101,沈阳,,,不可转让,沈阳市皇姑区塔湾街11号中海广场A1座1001,,2014/12/24,1,借记卡网付,0,,民营系,2,,,1468,0,1468,1,为为贷,wwd,1,0,,平台垫付,,辽ICP备14012292号-1,辽B2-20170034,2000,,0,0,0,,,投资理财信息咨询,1,投资理财信息咨询,,400-024-4068,1,,,,,0,,,,,0,每笔2元,
1052,2018/12/21 4:47,5000,0,,支持,新网银行,1,华安保险、安心保险、富德产险承保,1,个人信贷(30%)、企业信贷(10%)、车贷(60%),深圳市前海精锐合汇金融服务有限公司,0,1,,,0,,,0,祁勇,44,广东,4403,深圳,暂无,,1个月,深圳市南山区科技园中区科技中三路国人通信大厦A栋13楼,,2015/5/28,1,借记卡网付,0,,民营系,2,,,1916,0,1916,1,精融汇,jrh1,1,0,,0,,粤ICP备15026035号-1,,5000,,0,0,0,,,保险公司,5,,0755-84489114,4008-622-909,0,暂无,,,,0,,,暂无,,0,暂无,
1053,2018/12/21 4:47,0,0,,支持,,0,债权回购、享受余额分成、优先享有处置债权财产购买权,1,车贷(10%)、房贷(90%),浙江桓隆投资管理有限公司,0,1,,,0,,,0,周洲,33,浙江,3301,杭州,无,,1个月,杭州市上城区西湖大道35号泰地万新大厦1号楼5楼,,2015/10/23,"1,2","借记卡网付,信用卡网付",0,,民营系,2,,,2210,0,2210,1,金花顺,jhs4,1,0,,无,,浙ICP备15013218号,浙B2-20170295,3000,,0,0,0,,,非融资性担保公司,3,,0571-89914299,400-600-3073,0,无,,,,0,,,120元/年(金花顺VIP收费标准：120元/年。VIP用户可获得逾期本息全额垫付保障。),,0,2元/笔,
1054,2018/12/21 4:47,1000,0,,不支持,华兴银行,1,-,1,房贷(100%),浙江隆泰高科信息科技有限公司,0,1,,,0,,,0,梁光满,33,浙江,3302,宁波,,,不可转让,宁波市海曙区蓝天路201号丽园尚都A2-702室,,2014/4/8,4,线下充值(无奖励),0,,民营系,2,,,longtaidai,0,2018,1,隆泰贷,ltd1,6,1,2018/7/26,,,浙ICP备14003579号-1,浙B2-20180434,1000,,0,0,0,,,,,,0574-89257251,400-811-3258,0,没有,,,,0,,,没有,,0,没有,
1055,2018/12/21 4:48,0,0,,不支持,,0,商业保理，融资租赁,1,,深圳市前海黄金街互联网金融服务有限公司,0,1,,,0,,,0,王成勇,44,广东,4403,深圳,收益的10％(收益的10％),,不可转让,深圳市福田区中国凤凰大厦2栋27D,,2015/2/13,1,借记卡网付,2,民营系,民营系,2,,,1876,0,1876,1,黄金街,hjj,2,1,2015/5/1,0(0),,粤ICP备14097525号-1,,5000,,0,0,0,,,保理公司,1,保理公司,0755-66855959,400-183-8066,0,0(0),,汇付天下,,0,1,,0(0),,0,2元/笔(已投资金额：2元/笔未投资金额：提现金额的0.5％，2元起),
1056,2018/12/21 4:49,0,0,,支持,,0,-,1,个人信贷(25%)、车贷(50%)、房贷(25%),肥城市桃都金融信息服务有限公司,0,1,,,0,,,0,汪志远,37,山东,3709,泰安,0,,,山东省肥城市泰西大街026号,,2014/12/22,"1,2,3","借记卡网付,信用卡网付,线下充值(有奖励)",0,,民营系,2,,,wuyuedai,0,1650,1,五岳贷,wyd,1,0,,0,,鲁ICP备14035232号-1,,10000,,0,0,0,,,融资性担保公司、平台垫付,"2,4",,0538-3663588,400-699-2927,0,0,,,,0,,,100/年(VIP会员信息费：100元/年，投资人自愿申请，VIP用户尊享100％本金或本息保障，详见逾期垫付规则。（平台上线一年内免费）),,0,0(用户自充值之日起15天(含)之内提现收取千分之三的手续费，充值15天外提现免费。投标所得奖励提现免收手续费。),
1057,2018/12/21 4:49,100,0,,支持,,0,保本保息,1,个人信贷(30%)、车贷(30%)、房贷(40%),北京聚京诚网络科技有限公司,0,1,,,0,,,0,苏光,11,北京,1111,房山,,,随时,房山区长阳镇天星街一号院启航国际16号楼21层,,2015/2/2,,,0,,民营系,2,,,honghaidai,0,2206,1,红海贷,hhd8,2,1,2017/11/20,,,京ICP备12031309号-3,京ICP证150046号,5000,,0,0,0,,,非融资性担保公司,3,,010-80442028,400-800-0502,0,无(无),,,,0,,,无(无),,0,,
1058,2018/12/21 4:49,0,0,,不支持,,0,第三方机构担保,1,车贷(10%)、房贷(5%),河南百融金融服务有限公司,2,1,,,0,,,0,闫伟,41,河南,4101,郑州,,,不可转让,河南省郑州市金水区黄河路与姚寨路交叉口金成时代广场6号楼5层502,,2014/8/7,1,借记卡网付,0,,民营系,2,,,100rong,0,1039,1,百融网,brw,1,0,,,,豫ICP备14013891号-1,,3001,,0,0,1,16年07月获得北京华商创展投资有限公司投资3000.00万元,16年07月获得北京华商创展投资有限公司投资3000.00万元,第三方机构担保,1,第三方机构担保,0391-56058901,4006791966,0,无,,,,0,,,(VIP费用为99元/年),,0,充值未投资提现收取2‰手续费,
1059,2018/12/21 4:49,0,0,,不支持,,0,VIP保本保息,1,车贷(10%)、房贷(50%)、供应链金融(20%),深圳中金系互联网金融服务控股有限公司,0,1,,,0,,,0,訾剑,44,广东,4403,深圳,借款本金2％、利息的8％(借款管理费：借款本金2％～6％利息管理费：全免逾期费：每天收取待还本金的0.08％),,不可转让,深圳市福田区深南中路3039号国际文化大厦19层,贷发发,2014/7/17,1,借记卡网付,0,,民营系,2,,,dai88,0,1165,1,宝贷通行网,bdtxw,2,1,2016/7/27,0元(全免),,粤ICP备14060461号-7,,5000,,0,0,0,,,小贷公司、平台垫付,"1,4",,0755-33009580,400-615-5186,0,无(无),,易宝支付,,0,1,,180元/年(180元/年),,0,,
1060,2018/12/21 4:49,0,0,,支持,,0,保本保息,1,,北京众人投网络科技有限公司,0,1,,,0,,,0,李浩朋,11,北京,1105,朝阳,0,,随时,北京市朝阳区朝外大街万通中心AB座B1602,北京众人投网络科技有限公司,2015/1/6,1,借记卡网付,2,民营系,民营系,2,,,1652,0,1652,1,牛牛理财,nnlc,1,0,,0,,京ICP备14055237号-2,,6100,,0,0,0,,,房屋抵押债权,1,房屋抵押债权,010-53343310,400-890-1125,0,0,,,,0,0,,0,,0,0(提现金额小于100元（不含），不可提现。),提现金额小于100元（不含），不可提现。
1061,2018/12/21 4:49,1000,0,,支持,攀枝花市商业银行,1,第三方机构保障,1,个人信贷(12%)、消费金融(82%)、车贷(6%),绵阳可信投资管理有限公司,1,1,,,0,,,0,王林,51,四川,5107,绵阳,0,,1个月,绵阳市高新区跨界电商产业园10栋4楼,,2012/10/1,1,借记卡网付,0,,民营系,2,,,kexindaicom,0,264,1,可信贷,kxd2,3,1,2018/6/29,0,,蜀ICP备12008455号-1,川B2-20140150,5000,,0,0,1,14年03月获得投友资本（深圳）有限公司投资300.00万元,14年03月获得投友资本（深圳）有限公司投资300.00万元,第三方赔付,1,第三方赔付,0816-8339900,400-997-9900,0,0.5,,,,0,,,0,,0,2元-5元,
1062,2018/12/21 4:49,3000,0,,不支持,天津金城银行,1,-,1,,天津源丰财富生活网络信息服务有限公司,0,1,,,0,,,0,叶盛,12,天津,1211,西青,2—3(无),,不可转让,天津经济技术开发区信环西路19号泰达服务外包产业园8号楼,,2015/1/27,"1,4","借记卡网付,线下充值(无奖励)",0,国资参股,国资参股,4,国资参股,渤海智慧蜂巢众创（天津）科技有限公司持有平台股份,1994,0,1994,1,e周行,ezx,6,1,2018/7/10,0(无),,津ICP备15001103号,,9184,,0,0,1,16年05月获得天津鑫金投资管理有限公司投资2000.00万元<br/>16年09月获得渤海智慧蜂巢众创（天津）科技有限公司投资5500.00万元,16年05月获得天津鑫金投资管理有限公司投资2000.00万元,,,,,400-882-6096,0,无转让(无),,,,0,,,0(无),,0,0(无),
1063,2018/12/21 4:49,2000,0,,不支持,华兴银行,1,三方联保,1,车贷(100%),深圳市世纪贷互联网金融服务有限公司,0,1,,,0,,,0,张国旺,44,广东,4403,深圳,无,,不可转让,广东省深圳市南山区龙井路口1号,世纪贷,2014/8/19,1,借记卡网付,0,,民营系,2,,,875,0,875,1,世纪金服,sjjf,9,1,2018/11/9,无,,粤ICP备14063493号-1,,5000,,0,0,0,,,平台垫付,4,,0755-21539543,400-886-1163,0,无,,,,0,,,无,,0,100元以上不收费,
1064,2018/12/21 4:49,2000,0,,支持,,0,保本,1,个人信贷(20%)、车贷(50%)、房贷(30%),上海牛气金融信息服务有限公司,0,1,,,0,,,0,解伟,31,上海,3105,长宁,有(投资产品获得收益的10％作为平台服务费),,3个月,上海市长宁区天山路600弄1号楼同达创业大厦30层银诚集团,,2015/7/10,"1,4","借记卡网付,线下充值(无奖励)",0,,民营系,2,,,2358,0,2358,1,牛气贷,nqd,2,1,2017/1/26,无(用户充值由平台承担),,沪ICP备15028076号-1,,5000,,0,0,0,,,平台垫付,4,,021-51867788-8033,400-808-5159,0,,,,,0,,,,,0,有(15天内（含）收取1％提现费/笔15天以上收取0.1％提现费/笔),
1065,2018/12/21 4:49,2000,0,,不支持,,0,保本保息,1,供应链金融(99%),广东兆海财富信息科技有限公司,0,1,,,0,,汇付天下(承保5000万元),0,张兆海,44,广东,4419,东莞,,,不可转让,东莞市南城区宏图大道21号金域华府海月轩4号楼商铺112,,2015/2/5,1,借记卡网付,2,民营系,民营系,2,,,1797,0,1797,1,贷兔网,dtw,2,1,2015/11/26,,,粤ICP备14095372号-1,,2000,,0,0,0,,,中小企业融资,1,中小企业融资,0769-22021300,400-994-0086,0,,,汇付天下,,0,1,,,,0,2元(2元一笔),
1066,2018/12/21 4:49,0,0,,支持,,0,-,1,个人信贷(60%)、房贷(40%),河北鼎贷投资咨询有限公司,0,1,,,0,,,0,刘桂红,13,河北,1301,石家庄,无(无),,不可转让,河北省石家庄市新华区中华北大街27号鑫明商务中心1806室,一贷一禄,2015/9/10,1,借记卡网付,0,,民营系,2,,,3894,0,3894,1,e贷e禄,edel,2,1,2016/11/10,平台垫付(平台垫付),,冀ICP备15020247号-1,,5000,,0,0,0,,,小贷公司,1,,0311-80756080,400-036-1949,0,无(无),,,,0,,,无(无),,0,每日首次提现免费，再次提现每笔10元(每日首次提现免费，再次提现每笔10元),
1067,2018/12/21 4:50,0,0,,不支持,,0,第三方企业担保,1,企业信贷(100%),大连点滴互联网信息技术服务有限公司,1,1,,,0,,,0,周晓卫,21,辽宁,2102,大连,0.5％/月,,,辽宁省大连市中山区港兴路6号万达中心1609,,2015/4/13,1,借记卡网付,0,,民营系,2,,,2020,1,2020,1,点滴金融,ddjr1,1,0,,0,,辽ICP备15000586号,,5000,,0,0,0,,,第三方企业担保,1,第三方企业担保,0411-82952107,4006585979,0,,,,,0,,,,,0,2元/笔,
1068,2018/12/21 4:50,0,0,,支持,海口联合农商银行,1,-,1,车贷(50%)、房贷(50%),海南守财奴金融信息服务有限公司,0,1,,,0,,,0,王安才,46,海南,4601,海口,0,,不可转让,海南省海口市龙华区复兴城A座209室,彩云bank,2015/5/20,1,借记卡网付,0,,风投系,5,,,shoucainu8,1,3493,1,守财奴,scn,3,1,2018/7/27,0,,琼ICP备16000609号,琼B2-20160091,1000,,0,0,0,,,P2P,1,P2P,0898-66550996,400-86-101-86,0,,,,,0,,,,,0,0,
1069,2018/12/21 4:50,2722,0,,不支持,恒丰银行,1,合作机构债权回购保障,1,个人信贷(10%)、消费金融(75%)、其它(5%)、供应链金融(10%),富银金融信息服务（北京）有限公司,0,1,,,0,,,0,纪宜彤,11,北京,1101,东城,,,不可转让,北京市东城区南竹杆胡同2号1幢7层50836,,2016/1/1,1,借记卡网付,0,,民营系,2,,,3980,1,3980,1,叮咚钱包,ddqb,1,0,,叮咚钱包的充值不收取任何手续费,,京ICP备16064148号-5,京B2-20180328,10000,,0,0,0,,,合作机构债权回购保障,1,合作机构债权回购保障,,4001683099,0,无(无),,,,0,,,,,0,提现手续费为2元/笔，每位用户每月可享受1次免费提现,
1070,2018/12/21 4:50,5000,0,,,,0,无,1,个人信贷(10%)、消费金融(20%)、企业信贷(20%)、车贷(50%),北京鼎利天成投资管理有限公司,0,1,,,0,,,0,朱琳娜,11,北京,1105,朝阳,暂无管理费用,,不可转让,北京市朝阳区光华路7号汉威大厦西区3B15,,2015/10/19,"1,3","借记卡网付,线下充值(有奖励)",0,,民营系,2,,,6334,1,6334,1,米e宝,meb,1,0,,充值不收取任何费用,,京ICP备15027386-2号,京B2-20170487,10000,,0,0,0,,,其他,1,其他,010-59445228,400-991-9917,0,暂无转让费用,,,,0,,,暂无VIP费用,,0,目前提现费用由平台承担,
1071,2018/12/21 4:50,1000,1,2015年12月25日加入江西省互联网金融协会任理事单位职务,,九江银行,1,-,1,个人信贷(1%)、房贷(99%),九江市金易金融服务有限公司,0,1,,,0,,,0,黄娅雁,36,江西,3604,九江,,,随时,江西省九江市浔阳区龙开河路33号鹏翔大厦12楼,,2014/9/10,,,0,,民营系,2,,,1269,0,1269,1,金易融,jyr,9,1,2018/8/30,0,,赣ICP备14006838号-2,,1000,,,0,0,,,网络借贷中介,1,网络借贷中介,0792-8192528,400-9158-139,0,0,,,,0,,,0,,0,0,
1072,2018/12/21 4:50,500,0,,支持,,0,VIP本金保障,1,车贷(100%),杭州捷创投资管理有限公司,0,1,,,0,,,0,陶健,33,浙江,3301,杭州,10％(只收利息的10％其他不收),,随时,杭州市余杭区良渚街道博园路正易国际1幢4单元2401,,2014/9/24,1,借记卡网付,0,,民营系,2,,,jinchedai,0,1722,1,捷创贷,jcd3,2,1,2018/7/27,,,浙ICP备14028455号-1,浙B2-20170188,1000,,0,0,0,,,小贷公司,1,,0571-88779865,0571-88779865,0,转让不收费用(债券转让不收手续费，投资只收回本金利息将损失。),,,,0,,,(一次性充值1000元减免当年vip),,0,,
1073,2018/12/21 4:50,0,0,,支持,,0,-,1,个人信贷(100%),山东蓝色经济金融信息服务有限公司,0,1,,,0,,,0,刘强,37,山东,3701,济南,,,随时,山东省济南市历城区华龙路1825号嘉恒大厦A座901室,,2015/11/20,1,借记卡网付,0,国资参股,国资参股,4,国资参股,山东蓝色经济资产管理有限公司持有平台51%股份,3591,0,3591,1,蓝色金服,lsjf,1,0,,无(1、充值手续费全免，充值的资金由第三方平台托管。2、请注意您的银行卡充值限制，以免给您造成不便。3、如果充值金额没有及时到账，请及时与在线客服联系。4、蓝色金服金融平台严禁信用卡套现、虚假交易等行为，一经发现严肃处理，包括但不限于：限制收款，冻结账户，永久停止服务等。),,鲁ICP备15028461号-2,,10000,,0,0,0,,,小贷公司、融资性担保公司,"1,2",,0531-88023468,400-8310808,0,,,,,0,,,120元/年(VIP会员条件：注册成为会员累计投资100000元赠送一年VIPVIP会员将拥有除享有普通会员的权限及服务外，还可以享受VIP专属特权：1.生日红包或礼物。2.VIP专属客服，一对一服务。3.在平台活动中享有VIP专属加息特权。4.可获得优先参与高息优质项目的投标机会。VIP会员费用：暂不收取),,0,提现申请T+0到账（节假日顺延），提现费用每笔3元。,
1074,2018/12/21 4:50,0,0,,支持,,0,VIP保本保息,1,个人信贷(15%)、车贷(15%)、房贷(20%)、供应链金融(20%),上海子桥投资管理有限公司,0,1,,,0,,,0,杨进进,31,上海,3115,浦东,投资管理费借款人费用(投资管理费收取投资者所得利息的10％作为管理费，(投资人所得利息由投资人自行缴纳所得税）。借款人费用申金贷向借款人收取其借款本金的2％作为借款成交费。收取的服务费将全部用于申金贷的投资者保障计划。),,随时,上海市浦东新区张杨路707号2901室,,2013/10/21,1,借记卡网付,0,,民营系,2,,,3605,0,3605,1,申金贷,sjd9,2,1,2018/2/1,免费(投资者充值手续费部分免费（需查看第三方通道后面的备注信息）。),,沪ICP备14000669号-1,,5000,,0,0,0,,,平台垫付,4,,021-31664293,400-001-6846,0,无,,,,0,,,无,,0,(提现费用。落实央行相关文件，为防止信用卡套现，用户自充值之日起于15日之内提现的将收取金额的0.5％为手续费；用户自充值之日起于15日之外提现手续费每笔3元。),
1075,2018/12/21 4:50,152,0,,不支持,,0,-,1,,北京融艺投信息科技有限公司,0,1,,,0,,北京归藏艺术品投资中心（有限合伙）(承保3000万元),0,於洋,11,北京,1105,朝阳,,,不可转让,北京市朝阳区东四环中路82号金长安大厦C座三层,,2015/11/17,,,0,,民营系,2,,,3867,1,3867,1,艺点理财,ydlc,1,0,,,,京ICP备15055080号-1,,1000,,0,0,1,15年08月获得天津真格天峰投资中心（有限合作）投资300.00万元<br/>16年05月获得杭州君溢创业投资合伙企业（有限合伙）投资1000.00万元,15年08月获得天津真格天峰投资中心（有限合作）投资300.00万元,北京归藏艺术品投资中心（有限合伙）,1,北京归藏艺术品投资中心（有限合伙）,010-58439698,400-655-7070,0,0,,,,0,,,,,0,,
1076,2018/12/21 4:50,5000,0,,不支持,华兴银行,1,-,1,个人信贷(20%)、车贷(10%)、房贷(40%)、供应链金融(20%),俱合互联网金融信息服务（上海）有限公司,0,1,,,0,,,0,隋国健,31,上海,3114,嘉定,收取借款人借款金额年化6％,,随时,上海市嘉定区银翔路655号蓝天创业广场10楼,掮客贷/一一贷,2014/11/11,1,借记卡网付,0,,民营系,2,,,qiankd,0,1294,1,人人惠信,yyd2014,9,1,2018/6/29,暂不收客户充值费用；,,沪ICP备14045434号,,5000,,0,0,0,,,,1,,021-60962393,400-886-9087,0,暂不收取,,,,0,,,暂不收取,,0,0元/笔,
1077,2018/12/21 4:50,0,1,2016年03月25日加入中国互联网金融协会任会员职务,不支持,,0,-,1,,上海华瑞金融科技有限公司,0,1,,,0,,,0,王均金,31,上海,3115,浦东,0(不收取),,,上海市徐汇区肇嘉浜路789号均瑶国际广场3楼/25楼E3-F1室,自金网,2015/6/18,1,借记卡网付,0,,民营系,2,,,2204,0,2204,1,自金所,hrzjs,2,1,2018/1/3,0(不收取),,沪ICP备15021893号,,10000,,0,0,0,,,,,,021-51155508,4007566688,0,,,,,0,,,0(不收取),,0,0(不收取),
1078,2018/12/21 4:50,1000,0,,支持,上饶银行,1,-,1,车贷(100%),北京展聚天下信息技术有限公司,0,1,,,0,,,0,占冰强,11,北京,1101,东城,,,不可转让,北京市海淀区海淀南路19号五层5027室,玉米理财,2016/9/11,1,借记卡网付,2,民营系,风投系,5,,,6473,0,6473,1,玉米理财,ymlc01,1,0,,免费,,京ICP备16050198号-1,,1000,,0,0,1,17年01月获得陶石资本；jadevalue投资1500.00万元,17年01月获得陶石资本；jadevalue投资1500.00万元,网络借贷,1,网络借贷,010-53609623,4000-868-900,0,无转让,,,,0,,,,,0,每月前3笔提现免费，超过后提现手续费每笔2元，未投资资金提现收取提现金额0.5％的手续费,
1079,2018/12/21 4:51,120,0,,不支持,,0,第三方平台,1,个人信贷(20%)、供应链金融(80%),北京中御财富网络科技有限公司,0,1,,,0,,,0,魏东,11,北京,1105,朝阳,0,,,北京市朝阳区东三环北路19号中青大厦22层2201,,2015/3/1,,,2,民营系,民营系,2,,,2705,0,2705,1,储钱罐,cqg3,2,1,2016/3/1,0,,京ICP备15003300号-1,,2000,,0,0,0,,,融资性担保公司,2,,010-59411725,4000800111,0,,,,,0,,,,,0,0,
1080,2018/12/21 4:51,0,0,,支持,,0,100％本息保障,1,车贷(50%)、房贷(50%),宜春市丰鹏实业有限公司,0,1,,,0,,,0,黄鹏,36,江西,3609,宜春,无,,不可转让,宜春市朝阳路悦华广场3楼,,2014/12/8,1,借记卡网付,2,民营系,民营系,2,,,fengshengjin,0,1526,1,丰盛金,fsj,2,1,2017/3/1,无,,赣ICP备14008873号,,1000,,0,0,0,,,平台垫付,4,,0795-3280633,400-848-0795,0,无,,,,0,,,无,,0,2元,
1081,2018/12/21 4:51,0,0,,支持,,0,VIP保本保息,1,,江苏众乐乐财富投资管理有限公司,0,1,,,0,,,0,孔令花,32,江苏,3202,无锡,0(不收取费用),,随时,江阴市凤凰大厦611,,2015/10/20,"1,2","借记卡网付,信用卡网付",2,民营系,民营系,2,,,3206,1,3206,1,三只小羊,szxy,2,1,2016/9/20,0(充值不收取任何手续费),,苏ICP备15040452号-1,,1000,,0,50,0,,,,2,,0510-66210021,0510-66210021,0,,,,,0,0,,0(无),,0,0(提现不收取任何手续费，对于充值后不投资就提现的客户，提现将收取0.5％的手续费。),
1082,2018/12/21 4:51,1240,0,,不支持,重庆富民银行,1,-,1,消费金融(60%)、车贷(20%)、融资租赁(10%),重庆光华众投科技有限责任公司,0,1,,,0,,,0,雍晓琼,50,重庆,5012,渝北,,,不可转让,重庆市渝北区洪湖西路26号3、4幢4-1,财缘网,2014/10/11,1,借记卡网付,0,,民营系,2,,,1944,0,1944,1,光华财缘网,ghcyw,10,1,2018/7/27,,,渝ICP备15000306号,,2600,,0,0,0,,,融资性担保公司、融资租赁、消费链,"2,7,01",消费链,023-81399302,4000756788,0,,,,,0,,,,,0,2.0‰,
1083,2018/12/21 4:51,1800,0,,,,0,风控信审保障；合法权益保障,1,票据(30%)、企业信贷(20%),杭州金储宝资产管理有限公司,0,1,,,0,,,0,周健,33,浙江,3301,杭州,0,,,浙江省杭州市滨江区江南大道4760号亚科中心A栋34层,,2015/4/2,1,借记卡网付,0,国资参股,国资参股,4,国资参股,杭州水木泽华创业投资合伙企业（有限合伙）持有平台股份,hzjcb,0,4558,1,金储宝,jcb1,6,1,2018/8/6,0,,浙ICP备15012455号,浙B2-20170106,5000,,0,0,1,17年11月获得中健国金控股有限公司投资960.00万元,17年11月获得中健国金控股有限公司投资960.00万元,国有企业；资金安全多重保障,1,国有企业；资金安全多重保障,0571-89717070,4000-333-113,0,0,,,,0,,,0,,0,0,
1084,2018/12/21 4:51,3000,1,2017年09月19日加入南宁市互联网金融行业协会任会员职务,支持,宜宾市商业银行,1,-,1,个人信贷(20%)、艺术品质押(10%)、企业信贷(30%)、车贷(10%)、房贷(10%),广西御龙轩互联网股份有限公司,0,1,,,0,,,0,蒙国椰,45,广西,4502,柳州,,,随时,柳州市屏山大道95号驾鹤商业街2栋4-18号,,2015/12/28,1,借记卡网付,0,,民营系,2,,,4388,0,4388,1,御龙e贷,yldai,1,0,,,,桂ICP备16002373号,桂B2-20160059,3000,,0,0,0,,,融资性担保公司,2,,0772-3825888,4006077248,0,2％(转让服务费=待收本金×2％),,,,0,,,,,0,,
